city_from,city_to,transitmode,persona,total distance,time,total Cost,start time,transfertime,eagres time,stop 1 lat,stop 1 long,stop 2 lat,stop 2 long,stop 3 lat,stop 3 long,stop 4 lat,stop 4 long,rowiid
Ottawa,Port Colborne,3,3,594km,500,$59.00,11:15 AM,4:40PM-5:15PM,7:35 PM,45.408603,-75.695007,43.646652,-79.384396,42.886312,-79.251721,,,518
North Bay ,Port Colborne,3,3,623km,1665,$116.90,3:50 PM,5:45PM-9AM-2:30PM-5:15PM,7:35 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721,519
London,Port Colborne,3,4,198km,485,$37,4:00 AM,6:35AM-9:30AM,12:05 PM,42.980546,-81.250705,43.646652,-79.384396,42.886312,-79.251721,,,521
Hamilton,Port Colborne,3,4,92km,515,$25,11:00 AM,12:15PM-5:15PM,7:35 PM,43.253217,-79.869159,43.646652,-79.384396,42.886312,-79.251721,,,522
Toronto,Port Colborne,3,4,147km,155,$14,9:30 AM,,12:05 PM,43.646652,-79.384396,42.886312,-79.251721,,,,,524
Greater Sudbury,Port Colborne,3,4,515km,635,$67,9:00 AM,,7:35 PM,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721,,,525
Kitchener ,Port Colborne,3,4,159km,425,$24,5:00 AM,7AM-9:30AM,12:05 PM,43.449564,-80.492256,43.646652,-79.384396,42.886312,-79.251721,,,526
Barrie,Port Colborne,3,4,224km,395,$24.51,5:30 AM,7:05AM-9:30AM,12:05 PM,44.387776,-79.690978,43.646652,-79.384396,42.886312,-79.251721,,,527
Ottawa,Port Colborne,3,4,594km,680,$55,12:45 AM,6AM-9:30AM,12:05 PM,45.408603,-75.695007,43.646652,-79.384396,42.886312,-79.251721,,,528
North Bay ,Port Colborne,3,4,623km,1665,$104.40,3:50 PM,5:45PM-9AM-2:30PM-5:15PM,7:35 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721,529
London,Port Colborne,3,5,198km,485,$45,4:00 AM,6:35AM-9:30AM,12:05 PM,42.980546,-81.250705,43.646652,-79.384396,42.886312,-79.251721,,,531
Hamilton,Port Colborne,3,5,92km,515,$24,11:00 AM,12:15PM-5:15PM,7:35 PM,43.253217,-79.869159,43.646652,-79.384396,42.886312,-79.251721,,,532
Toronto,Port Colborne,3,5,147km,155,$14,9:30 AM,,12:05 PM,43.646652,-79.384396,42.886312,-79.251721,,,,,534
Greater Sudbury,Port Colborne,3,5,515km,635,$68,9:00 AM,,7:35 PM,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721,,,535
Kitchener ,Port Colborne,3,5,159km,305,$24,2:30 PM,4:20PM-5:15PM,7:35 PM,43.449564,-80.492256,43.646652,-79.384396,42.886312,-79.251721,,,536
Barrie,Port Colborne,3,5,224km,465,$25,11:50 AM,1:30PM-5:15PM,7:35 PM,44.387776,-79.690978,43.646652,-79.384396,42.886312,-79.251721,,,537
Ottawa,Port Colborne,3,5,594km,680,$69,12:45 AM,6AM-9:30AM,12:05 PM,45.408603,-75.695007,43.646652,-79.384396,42.886312,-79.251721,,,538
North Bay ,Port Colborne,3,5,623km,1665,$116.90,3:50 PM,5:45PM-9AM-2:30PM-5:15PM,7:35 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721,539
,,,,,,,,,,,,,,,,,,540
